,attributes_Accepts Credit Cards,attributes_Accepts Insurance,attributes_Ages Allowed,attributes_Alcohol,attributes_Ambience,attributes_Attire,attributes_BYOB,attributes_BYOB/Corkage,attributes_By Appointment Only,attributes_Caters,attributes_Coat Check,attributes_Corkage,attributes_Delivery,attributes_Dietary Restrictions,attributes_Dogs Allowed,attributes_Drive-Thru,attributes_Good For,attributes_Good For Dancing,attributes_Good For Groups,attributes_Good for Kids,attributes_Hair Types Specialized In,attributes_Happy Hour,attributes_Has TV,attributes_Music,attributes_Noise Level,attributes_Open 24 Hours,attributes_Order at Counter,attributes_Outdoor Seating,attributes_Parking,attributes_Price Range,attributes_Smoking,attributes_Take-out,attributes_Takes Reservations,attributes_Waiter Service,attributes_Wheelchair Accessible,attributes_Wi-Fi,business_id,categories,city,full_address,hours_Friday,hours_Monday,hours_Saturday,hours_Sunday,hours_Thursday,hours_Tuesday,hours_Wednesday,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
58186,FALSE,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",,,,,,,,FALSE,,,,,,,TRUE,,,,,,,,,,1,,TRUE,FALSE,,,,yeKb69ODd91AM2hwxI6R9w,"Food,Coffee & Tea,Restaurants,Italian",Edinburgh,"39 St Stephen Street
Stockbridge
Edinburgh EH3",,,,,,,,55.95788797,-3.206649778,Sprio,"Stockbridge,New Town",TRUE,4,4.5,EDH,business
58266,FALSE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,FALSE,,no,_9TAKW96z3RuWLHjKVlqDw,"Pizza,Restaurants",Edinburgh,"19 Home Street
Tollcross
Edinburgh EH3 9JR","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}","{u'close': u'23:00', u'open': u'16:00'}",55.9432562,-3.2034659,The Three Coins,Tollcross,TRUE,8,5,EDH,business
58290,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",,,,TRUE,TRUE,,,UZOs6e0NXSIgR9C91yevjQ,"Tapas/Small Plates,Spanish,Restaurants",Edinburgh,"Queen Charlotte Street
Leith
Edinburgh EH6",,,,,,,,55.97342233,-3.167426208,La Mula Obstinada,Leith,FALSE,3,3.5,EDH,business
58363,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,FALSE,,,FALSE,,,,,,TRUE,FALSE,,,TRUE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,,,free,03_t9LNPKZs4d-hkmqzLTQ,"Gastropubs,Restaurants",Edinburgh,"145 Easter Road
Leith
Edinburgh EH7","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:30'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.96000516,-3.171303124,The Mash Tun,Leith,TRUE,8,4,EDH,business
58388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUtNAaTZr5oRdHXx-AwT2w,"Spanish,Sandwiches,Restaurants",Edinburgh,"31a Queensferry Street
New Town
Edinburgh EH2 4QS","{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'08:00'}",,,"{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'08:00'}","{u'close': u'15:00', u'open': u'08:00'}",55.9510584,-3.2097903,Hernandez & Co,New Town,FALSE,3,5,MLN,business
58425,TRUE,,,,,casual,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,1,,,,,,,-4wMopMwxh1p0N7pFFn3Tw,"Food,Food Delivery Services,African,Caribbean,Restaurants",Edinburgh,"19 Marionville Road
Edinburgh EH7 5TY","{u'close': u'23:30', u'open': u'17:00'}",,"{u'close': u'23:30', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9583,-3.15768,Spoilt for Choice,,TRUE,3,4.5,EDH,business
58440,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,TRUE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,FALSE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",4,,FALSE,TRUE,TRUE,,free,YvaUjvTb3BPbXy7v65aYSg,"French,Restaurants",Edinburgh,"Waldorf Astoria - The Caledonian
Princes Street
Old Town
Edinburgh EH1 2AB","{u'close': u'22:00', u'open': u'18:00'}",,"{u'close': u'22:00', u'open': u'18:00'}",,"{u'close': u'22:00', u'open': u'18:00'}",,"{u'close': u'22:00', u'open': u'18:00'}",55.949726,-3.207239,The Pompadour by Galvin,"Old Town,West End",TRUE,8,4.5,EDH,business
58481,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,TRUE,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,TRUE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,TRUE,free,ANjP5d0cFHgxSDE8P81YOQ,"Food,Bistros,Coffee & Tea,Restaurants",Edinburgh,"14 Eyre Place
Cannonmills
Edinburgh EH3 5EP","{u'close': u'22:00', u'open': u'09:30'}","{u'close': u'17:30', u'open': u'09:30'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'17:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'09:30'}","{u'close': u'17:30', u'open': u'09:30'}","{u'close': u'17:30', u'open': u'09:30'}",55.96121496,-3.199178352,The Roamin' Nose,Cannonmills,TRUE,16,4,EDH,business
58553,TRUE,,,beer_and_wine,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,quiet,,,TRUE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,,free,GInXHJNhNeH0k39p7l6nYA,"Restaurants,Turkish",Edinburgh,"46 Lady Lawson Street
Old Town
Edinburgh EH3 9DW","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}","{u'close': u'18:00', u'open': u'08:00'}",55.9457717,-3.2007207,Café Truva,Old Town,TRUE,5,3.5,EDH,business
58601,,,,,,casual,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,Le9FI_FTgln89GLHXJMe5g,"Indian,Restaurants,Bangladeshi",Edinburgh,"1-2 Moat Place
Slateford
Edinburgh EH14 1NU",,,,,,,,55.93137101,-3.237841751,Jashans,,TRUE,5,3,EDH,business
58614,TRUE,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,,,,,,,TRUE,TRUE,,,,,quiet,,,TRUE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,,,,TRUE,,,sMXA7m8JNxdMlJyu8r_uww,"Cafes,Restaurants",Edinburgh,"10 School Brae
Cramond
Edinburgh EH4 6JN","{u'close': u'18:00', u'open': u'11:00'}","{u'close': u'18:00', u'open': u'11:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'11:00'}","{u'close': u'18:00', u'open': u'11:00'}","{u'close': u'18:00', u'open': u'11:00'}",55.9751032,-3.3032431,Cramond Falls Cafe,,TRUE,4,4,EDH,business
58665,FALSE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,FALSE,TRUE,no,107RvbkBZUVULsHq_0d3mw,"Food,Ethnic Food,Restaurants,Pakistani,Specialty Food",Edinburgh,"50 Potterow
Newington
Edinburgh EH8 9BT","{u'close': u'20:00', u'open': u'11:30'}","{u'close': u'20:00', u'open': u'11:30'}","{u'close': u'20:00', u'open': u'11:30'}","{u'close': u'20:00', u'open': u'11:30'}","{u'close': u'20:00', u'open': u'11:30'}","{u'close': u'20:00', u'open': u'11:30'}","{u'close': u'20:00', u'open': u'11:30'}",55.9450577,-3.1865445,The Original Mosque Kitchen,Newington,TRUE,41,4,EDH,business
58707,FALSE,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,,,,,TRUE,TRUE,,,FALSE,,loud,,,FALSE,,1,,TRUE,FALSE,FALSE,,free,hKal5yCdbQSayvE6g09Dkg,"Cafes,Local Flavor,Restaurants",Edinburgh,"141 Lauriston Place
Tollcross
Edinburgh EH3 9JN","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'19:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}","{u'close': u'23:00', u'open': u'10:00'}",55.94373536,-3.20311144,The Forest,Tollcross,TRUE,11,3,EDH,business
58780,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",dressy,,,,TRUE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",3,,FALSE,TRUE,TRUE,,free,K5kEOnBu2rP2I6vYefr7eg,"Brasseries,French,Restaurants",Edinburgh,"The Caledonian Hotel
Princes Street
Old Town
Edinburgh EH1 2AB","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'21:30', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}","{u'close': u'22:00', u'open': u'18:00'}",55.94984861,-3.207321167,Galvin Brasserie de Luxe,"Old Town,West End",TRUE,15,4.5,EDH,business
58784,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': True, u'upscale': False, u'casual': False}",casual,,,,TRUE,,,FALSE,,FALSE,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,FALSE,,,FALSE,,average,,,TRUE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",3,,FALSE,TRUE,TRUE,TRUE,free,MvXsT-LOm03BovfpeGoq9w,"Thai,Restaurants",Edinburgh,"4th Floor
33 Castle Street
New Town
Edinburgh EH2 3DN","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.9521955,-3.2031237,Chaophraya Edinburgh,New Town,TRUE,21,4.5,MLN,business
58815,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,FALSE,,FALSE,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': False, u'breakfast': False}",,FALSE,TRUE,,,FALSE,,quiet,,,TRUE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,FALSE,FALSE,TRUE,free,yDIP7hyLsN5hfpaicjHDSw,"Food,Coffee & Tea,Sandwiches,Restaurants",Edinburgh,"131 Rose Street
New Town
Edinburgh EH2 3DT","{u'close': u'15:00', u'open': u'07:00'}","{u'close': u'15:00', u'open': u'07:00'}",,,"{u'close': u'15:00', u'open': u'07:00'}","{u'close': u'15:00', u'open': u'07:00'}","{u'close': u'15:00', u'open': u'07:00'}",55.952085,-3.201458,Social Bite,New Town,TRUE,14,4.5,EDH,business
58832,FALSE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,TRUE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,TRUE,free,4jvFXuAI5qyVX9NqwzstOg,"Caribbean,French,Restaurants",Edinburgh,"84 Dalry Road
West End
Edinburgh EH11 2AX","{u'close': u'23:00', u'open': u'18:00'}",,"{u'close': u'23:00', u'open': u'18:00'}","{u'close': u'23:00', u'open': u'18:00'}","{u'close': u'23:00', u'open': u'18:00'}","{u'close': u'23:00', u'open': u'18:00'}","{u'close': u'23:00', u'open': u'18:00'}",55.9439251,-3.2188005,Riverlife,"West End,Haymarket",TRUE,10,4,EDH,business
58840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jtkBfoit7ERfu5VhyDSXMA,"Scottish,Cafes,Restaurants",Edinburgh,"Braid Hills Hotel
134 Braid Road
Edinburgh EH10 6JD","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'22:30', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}","{u'close': u'23:00', u'open': u'11:00'}",55.917142,-3.2131659,Buckstone Pub & Kitchen,,TRUE,4,3.5,EDH,business
58858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,ONo0ffn10iZQfRk0ZgK8pQ,"Indian,Asian Fusion,French,Restaurants",Edinburgh,"5-7 Old Fishmarket Close
Newington
Edinburgh EH1 1RW",,,,,,,,55.9490929,-3.1892475,Le Passepartout,"Newington,Old Town",FALSE,3,4,EDH,business
58886,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,FALSE,,,,,,,,,TRUE,TRUE,,,TRUE,,loud,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,TRUE,TRUE,,,R-TFTJRdHz-DcD3gZp1Hug,"Restaurants,Italian",Edinburgh,"40 Queensferry Street
West End
Edinburgh EH2 4RA",,,,,,,,55.9505691,-3.2090728,Quattrozero,"West End,New Town",TRUE,10,3.5,EDH,business
58930,TRUE,,,,,casual,,,,,,,TRUE,,,,,,TRUE,TRUE,,,FALSE,,,,,TRUE,,2,,TRUE,,,,,Z-NObtOLb_OZVQghuWLIjg,"Indian,Restaurants",Edinburgh,"3 Hunter Sqaure
Royal Mile
Newington
Edinburgh EH1 1QW","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'15:00'}","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:00', u'open': u'14:00'}","{u'close': u'23:00', u'open': u'14:00'}",55.9496628,-3.187741,Royal Spice,"Newington,Old Town,Royal Mile",TRUE,7,4.5,EDH,business
58995,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,,,,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",1,,TRUE,,TRUE,,no,I7qsERKHVqW0jdfeHMmCCw,"Vietnamese,Restaurants",Edinburgh,"79 Dalry Road
West End
Edinburgh EH11 2AA","{u'close': u'14:30', u'open': u'12:00'}","{u'close': u'14:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'22:30', u'open': u'12:00'}","{u'close': u'14:30', u'open': u'12:00'}","{u'close': u'14:30', u'open': u'12:00'}","{u'close': u'14:30', u'open': u'12:00'}",55.9438473,-3.2184679,Little Vietnam,"West End,Haymarket",TRUE,3,4,MLN,business
59098,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,TRUE,,,FALSE,,FALSE,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,loud,,,FALSE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,TRUE,free,VUH9DtK5G1zvgpkNpp58gg,"Indian,Restaurants",Edinburgh,"1 Leven Street
Tollcross
Edinburgh EH3 9LH","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}","{u'close': u'23:00', u'open': u'12:00'}",55.94190619,-3.203566074,Tuk Tuk Indian Street Food,Tollcross,TRUE,41,3.5,EDH,business
59126,,,,,,,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,,,,,,,,,,,,,,,,,,,3YIJK6kdAXZdL_w2JJEG9A,"Diners,Restaurants",Edinburgh,"108A Dalry Road
West End
Edinburgh EH11 2DW",,,,,,,,55.94352514,-3.219714598,Dalry Diner,"West End,Haymarket",TRUE,3,3.5,MLN,business
59163,TRUE,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}",casual,,,FALSE,TRUE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",1,,TRUE,TRUE,TRUE,,free,G3hMVTjhWdv205MbsQX-6g,"Arts & Entertainment,Shopping,Chinese,Art Galleries,Caterers,Event Planning & Services,Cantonese,Restaurants",Edinburgh,"214 dalry road
Haymarket
Edinburgh EH11 2ES","{u'close': u'23:00', u'open': u'17:00'}",,"{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'07:00'}","{u'close': u'23:00', u'open': u'17:00'}","{u'close': u'23:00', u'open': u'17:00'}",55.9405135,-3.2246444,B&D's Kitchen,Haymarket,TRUE,4,5,MLN,business
59284,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,,,,,"{u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,quiet,,,FALSE,"{u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,,free,zXR9WUVpo-PF8xH5SmQ_xA,"Restaurants,Mediterranean,Turkish",Edinburgh,"73 Hanover Street
New Town
Edinburgh EH2 1EE","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",,"{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}","{u'close': u'22:00', u'open': u'12:00'}",55.953935,-3.1973593,Yeni Meze Bar,New Town,TRUE,13,4,EDH,business
59324,TRUE,,,none,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",casual,,,,FALSE,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': False, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,FALSE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,,FALSE,TRUE,TRUE,,no,LtVNfXBl5y36wtvImEx8AQ,"Restaurants,Barbeque,Latin American,Brazilian",Edinburgh,"97 Morrison Street
West End
Edinburgh EH3","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}","{u'close': u'22:30', u'open': u'17:30'}",55.94618225,-3.215481997,Zico's Brazilian Grill Bar,West End,TRUE,9,3.5,EDH,business
59416,TRUE,,,,"{u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}",casual,,,,,,,FALSE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'brunch': True, u'breakfast': False}",,TRUE,TRUE,,,FALSE,,average,,,TRUE,"{u'garage': False, u'street': False, u'lot': False, u'valet': False}",2,,TRUE,TRUE,TRUE,,free,TFAlHUtChUWGVvloeP6h6Q,"Scottish,British,Restaurants",Edinburgh,"1-2 NW Circus Place
Stockbridge
Edinburgh EH3 6ST","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'10:00'}","{u'close': u'18:00', u'open': u'10:00'}","{u'close': u'22:00', u'open': u'10:00'}",55.9572378,-3.2056081,The Pantry,"Stockbridge,New Town",TRUE,15,3.5,MLN,business
59855,TRUE,,,full_bar,"{u'romantic': False, u'intimate': False, u'classy': False, u'upscale': False, u'divey': False, u'touristy': False, u'trendy': False, u'hipster': False, u'casual': False}",casual,,,,TRUE,FALSE,,TRUE,,,,"{u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}",FALSE,TRUE,FALSE,,,TRUE,"{u'dj': False, u'background_music': True, u'jukebox': False, u'live': False, u'video': False, u'karaoke': False}",loud,,,TRUE,"{u'garage': False, u'street': True, u'lot': False, u'valet': False}",2,outdoor,TRUE,TRUE,TRUE,TRUE,free,nVkWHJB5Vajy_6pGOVyXZw,"Bars,Asian Fusion,Nightlife,Restaurants",Edinburgh,"104 Hanover Street
New Town
New Town
Edinburgh EH2 1DR","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:30'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}","{u'close': u'01:00', u'open': u'12:00'}",55.9545117,-3.1978261,Bar Soba,New Town,TRUE,20,3,EDH,business
