,name,address,zip,minrate,maxrate,longitude,latitude,desc_en
30495,Dalmeny Apartment,Flat 8. 11 Dalmeny Street,EH6 8PF,160,,-3.175457769,55.96509625,"Located 1 km from Edinburgh Playhouse and 1.2 km from Omni Centre, Dalmeny Apartment offers accommodation in Edinburgh. The apartment is 2 km from Edinburgh Military Tattoo. Free WiFi is offered throughout the property."
32590,Comely Bank Row Apartment,"5 (1f1) Comely Bank Row, Stockbridge",EH4 1DZ,74,,-3.216168237,55.95818549,"Comely Bank Row Apartment offers accommodation in Edinburgh, 1.4 km from EICC and 1.5 km from Edinburgh Castle. Comely Bank Row Apartment features views of the garden and is 1.6 km from Edinburgh Military Tattoo. Free WiFi is provided ."
33648,Waverley Park Apartment,5/2 Waverley Park,EH8 8EW,100,,-3.166637212,55.95476204,"Waverley Park Apartment offers accommodation in Edinburgh, 1.1 km from Edinburgh Playhouse and 1.2 km from Omni Centre. The unit is 1.5 km from Edinburgh Festival Theatre. Free WiFi is available ."
34037,Heart Of Edinburgh City Flat,25 Thistle Street,EH2 1DX,88.333333,,-3.198375967,55.95418069,"Situated in Edinburgh, Heart Of Edinburgh City Flat offers self-catering accommodation with free WiFi. The apartment is 500 metres from Edinburgh Military Tattoo.  The kitchen is equipped with an oven."
34515,Halcyon House,8 Royal Terrace,EH7 5AB,54,,-3.180577313,55.9569032,"Offering a terrace and views of the garden, Halcyon House is set in Edinburgh in the Lothian Region, 200 metres from Edinburgh Playhouse.  Some rooms include a seating area where you can relax. You will find a kettle in the room."
35772,Edinburgh Central Apartment,10 Drumdryan Street,EH3 9LA,78,,-3.20263535,55.94259646,"Set 600 metres from EICC and 700 metres from Edinburgh Castle, Edinburgh Central Apartment offers accommodation in Edinburgh. The unit is 800 metres from University of Edinburgh. Free WiFi is provided throughout the property."
36696,Riverside Apartments,Western Harbour Midway,EH6 6PT,80,,-3.189822807,55.986743,"Featuring free WiFi, Riverside Apartments offers accommodation in Edinburgh. Edinburgh Playhouse is 3.3 km away. Free private parking is available on site.  All units include a dining area and a seating area with a flat-screen TV."
37430,Tytler Gardens Apartment,6/2 Tytler Gardens,EH8 8HQ,105,,-3.169617715,55.95493078,"Situated in Edinburgh, Tytler Gardens Apartment offers self-catering accommodation with free WiFi. Featuring free private parking, the apartment is 900 metres from Edinburgh Playhouse."
38876,Castle View Apartment,16 Spittal Street,EH3 9DT,190,,-3.2029771,55.9463616,Castle View Apartment offers accommodation in Edinburgh. Castle View Apartment boasts views of the city and is 300 metres from Edinburgh Castle. Free WiFi is available .  The unit is equipped with a kitchen.
38889,Parliament Square Boutique Apartment,"1 Parliament Square, Flat 7",EH1 1RF,85,,-3.189856615,55.94959806,"Parliament Square Boutique Apartment offers accommodation in Edinburgh, 300 metres from Royal Mile. The unit is 300 metres from Edinburgh Military Tattoo. Free WiFi is available throughout the property."
38973,The Shore Luxury Townhouse,26 Stevedore Place,EH6 7BF,200,,-3.166896163,55.9786833,"The Shore Luxury Townhouse offers accommodation in Edinburgh, 2.6 km from Edinburgh Playhouse. Offering free private parking, the apartment is 2.8 km from Omni Centre. Free WiFi is offered ."
39083,2 Douglas Crescent,2 Douglas Crescent Edinburgh,EH12 5BB,85,,-3.222244753,55.94894059,2 Douglas Crescent offers accommodation in Edinburgh.  Some units have a seating area for your convenience. 2 Douglas Crescent features free WiFi throughout the property.  There is a shared lounge at the property.
39267,Winter Cherry Bed & Breakfast,46 Pilrig Street,EH6 5AL,45,,-3.179694414,55.96485863,"Featuring free WiFi throughout the property, Winter Cherry Bed & Breakfast is located in Edinburgh, 900 metres from Edinburgh Playhouse.  Certain rooms have views of the garden or city. The rooms have a private bathroom."
39690,William Street Apartments,William Street,EH3 7LW,150,,-3.213959965,55.94879306,"Located 400 metres from EICC in Edinburgh, this apartment features free WiFi. The apartment is 900 metres from Edinburgh Castle.  Royal Mile is 1.2 km from William Street Apartments, while Edinburgh Military Tattoo is 1.3 km away."
39691,Antler Guest House,"58 Pilrig Street, Edinburgh",EH6 5AS,70,,-3.180634558,55.96571471,"Antler Guest House is set in Edinburgh, 1 km from Edinburgh Playhouse.  Every room comes with a flat-screen TV. You will find a coffee machine in the room. Antler Guest House features free WiFi throughout the property."
39761,Edinburgh Group Accommodation,3-4 Queensferry Street,EH2 4PA,680,,-3.208819467,55.95032754,"Featuring free WiFi throughout the property, Edinburgh Group Accommodation is located in Edinburgh, 500 metres from EICC. Edinburgh Castle is 600 metres from the property.  The accommodation features a seating area."
39985,Royal Mile Mansions Apartments,"50 North Bridge, Apartment 8",EH1 1QN,100,,-3.187818602,55.95039457,"Featuring free WiFi, Royal Mile Mansions Apartments offers accommodation in Edinburgh. Royal Mile is 400 metres from the property.  All units feature a seating area. A flat-screen TV and DVD player are available in some units."
40186,Modern Grassmarket Apartment,3 Chapel Wynd,EH1 2RT,140,,-3.199242353,55.94669427,"Situated in Edinburgh, Modern Grassmarket Apartment offers self-catering accommodation with free WiFi. The apartment is 200 metres from Edinburgh Castle.  There is a seating area, a dining area and a kitchen equipped with a dishwasher."
40591,Broughton Apartment,51 (1f1) broughton street,EH1 3RJ,150,,-3.188991504,55.95789641,Broughton Apartment offers accommodation in Edinburgh. Broughton Apartment features views of the city and is 300 metres from Edinburgh Playhouse. Free WiFi is featured throughout the property.
42576,Edinburgh Apartment,32/4 Elm Row,EH16 6HX,150,,-3.183669448,55.95851933,Edinburgh Apartment offers accommodation in Edinburgh. The apartment is 200 metres from Edinburgh Playhouse. Free private parking is available on site.  The kitchen is equipped with an oven. Towels and bed linen are offered in this apartment.
44443,Shore View,"Maritime Court, Chapel Lane ",EH6 6ST,105,,-3.168997765,55.97549886,Shore View offers accommodation in Edinburgh. The apartment is 2.3 km from Edinburgh Playhouse. Free WiFi is provided throughout the property.  There is a seating area and a kitchen equipped with a dishwasher.
46223,Destiny Student - Murano,3-5 Amphion Lane,EH7 5FL,,,-3.177690804,55.96223832,"Destiny Student - Murano is located off a quiet street but within 15 minutes' walk of the city centre. This purpose-built student accommodation offers simple, clean accommodation in Edinburgh."
48027,St Giles Royal Mile,6 St Giles Street,EH1 1PT,85,,-3.191808094,55.94962587,"St Giles Royal Mile offers accommodation in Edinburgh, 100 metres from Royal Mile. The apartment is 200 metres from Edinburgh Military Tattoo. Free WiFi is featured ."
48192,Our Eclectic Castle View Apartment,609 Websters Land,EH1 2RX,96.8,,-3.1993713,55.9466046,"Located in Edinburgh, Our Eclectic Castle View Apartment offers self-catering accommodation with free WiFi. Our Eclectic Castle View Apartment boasts views of the city and is 200 metres from Edinburgh Castle."
49801,Edinburgh Sixteen,11a Craigmillar Park,EH16 5PF,42,,-3.17064584,55.93022299,"Edinburgh Sixteen offers cosy and comfortable accommodation in Edinburgh. The property is a detached Victorian villa, and is just a 10-minute drive to the city centre and Edinburgh Old Town. The property offers free WiFi."
49931,The Courtyard,"95/8 Constitution Street, The Shore, Leith",EH6 7AE,90,,-3.166189954,55.97627228,"Set 2.4 km from Edinburgh Playhouse in Edinburgh, this apartment features free WiFi. The property features views of the city and is 2.5 km from Omni Centre.  The kitchen is fitted with an oven and a microwave and there is a private bathroom."
3142,The Auld Pottery,"30 Grove Street, Edinburgh",EH3 8AZ,82,,-3.212181813,55.94467516,"Situated 200 metres from EICC in Edinburgh, this apartment features a balcony. The apartment is 900 metres from Edinburgh Castle. Free WiFi is featured throughout the property."
3258,Apartment Blair Street Old Town,"13 Blair Street 1, first floor",EH1 1QR,125,,-3.187486144,55.94917204,"Situated in Edinburgh, this apartment features free WiFi. The property features views of the city and is 400 metres from Edinburgh Festival Theatre.  The kitchen features a dishwasher, an oven and a microwave, as well as a kettle."
5246,Modern 2 Bed with Parking and WiFi,3/15 Saunders Street,EH3 6TR,109,,-3.209100135,55.95691889,"Modern 2 Bed with Parking and WiFi offers accommodation in Edinburgh, 1.1 km from Edinburgh Castle and 1.2 km from EICC. Modern 2 Bed with Parking and WiFi boasts views of the river and is 1.2 km from Edinburgh Military Tattoo."
5764,Quartermile Apartment,24/4 Simpson Loan,EH3 9GE,60,,-3.191963773,55.94359137,"Quartermile Apartment is an apartment set in Edinburgh, 200 metres from University of Edinburgh. The apartment is 500 metres from Edinburgh Festival Theatre.  The kitchenette comes with an oven, a microwave and a toaster, as well as a kettle."
6183,Budget City Centre Apartment,38 East Fountainbridge,EH3 9BH,95,,-3.203690742,55.94541913,"Budget City Centre Apartment is an apartment located in Edinburgh, 400 metres from Edinburgh Castle. The unit is 400 metres from EICC. Free WiFi is featured throughout the property.  An oven and a microwave can be found in the kitchen."
6587,Premier Inn Edinburgh City York Place,44 York Place,EH1 3HU,,,-3.18988815,55.95692172,"With a bar and a restaurant, the Premier Inn Edinburgh City York Place also has a 24-hour front desk, express check-in/check-out and air conditioning throughout."
7151,New John's Apartment,New John's Place Building 4,EH8 9XH,79.2,,-3.18075439,55.94349108,"New John's Apartment is an apartment set in Edinburgh, 400 metres from Edinburgh Festival Theatre. The property is 500 metres from University of Edinburgh and free private parking is featured. Free WiFi is provided throughout the property."
7260,Kings Stable Apartments,King Stable Lane,EH1 2LQ,,,-3.199355509,55.94680993,"Situated 200 metres from Edinburgh Castle and 400 metres from Royal Mile, Kings Stable Apartments offers accommodation in Edinburgh. The property boasts views of the city and is 500 metres from Edinburgh Military Tattoo."
8340,Balmoral Guesthouse,32 Pilrig Street,EH6 5AL,60,,-3.179571282,55.96452452,"Situated in the Broughton district in Edinburgh, 900 metres from Edinburgh Playhouse, Balmoral Guesthouse features a terrace and views of the garden.  All rooms come with a flat-screen TV. You will find a kettle in the room."
9252,Edinburgh Castle Apartments,28 Castle Street,EH2 3HT,70,,-3.203533745,55.9519729,"Designed by award-winning architects, Edinburgh Castle Apartments offers a collection of luxury serviced apartments in Edinburgh city centre."
10601,Montgomery Apartment,122/5 Montgomery Street,EH7 5ET,70,,-3.175350913,55.95902407,"Set 600 metres from Edinburgh Playhouse in Edinburgh, this apartment features free WiFi. The property boasts views of the garden and is 700 metres from Omni Centre.  There is a seating area, a dining area and a kitchen as well as a private bathroom."
11122,Oxford Street Apartment,Oxford Street,EH8 9PJ,,,-3.177702036,55.93998811,"Located in Edinburgh, this apartment is 800 metres from University of Edinburgh. The unit is 900 metres from Edinburgh Festival Theatre. Free WiFi is provided throughout the property."
11582,Ardgowan,"1 Lady Road,",EH16 5PA,35,,-3.166162822,55.92724264,"Situated in Edinburgh, 2.3 km from University of Edinburgh, Ardgowan features free WiFi access and free private parking.  You will find a kettle in the room. A flat-screen TV is available.  Edinburgh Festival Theatre is 2."
13578,Central Apartment Dicksonfield 3,3/3 Dicksonfield,EH7 5ND,160,,-3.179535539,55.96127551,Central Apartment Dicksonfield 3 offers accommodation in Edinburgh. The property is 600 metres from Edinburgh Playhouse and free private parking is offered. Free WiFi is provided throughout the property.
14271,Premier Inn Edinburgh Royal Mile,"33 East Market Street, Old Town",EH8 8FR,66.5,,-3.184404373,55.95139846,"Situated just off Edinburgh's famous Royal Mile, this Premier Inn boasts a city centre location and free WiFi throughout. Edinburgh Waverley station is less than a 10-minute walk away from the hotel and Edinburgh Castle is 0.6 miles away."
16915,AmarAgua Guest house,10 Kilmaurs Terrace,EH16 5DR,87,,-3.166442378,55.93421643,"AmarAgua Guest house is set in the Newington district in Edinburgh, 1.8 km from Edinburgh Festival Theatre and 1.8 km from University of Edinburgh.  All rooms have a flat-screen TV with satellite channels."
16922,Doris Crook B&B,66 Lasswade Road,EH16 6SB,70,,-3.158060042,55.91088403,"Set in Edinburgh, 4.1 km from University of Edinburgh, Doris Crook B&B features free WiFi access and free private parking.  The rooms are equipped with a flat-screen TV.  You can engage in various activities, such as golfing, cycling and hiking."
18373,City Stay Hostel Edinburgh,6 Queen Street,EH2 1JE,10,,-3.196055,55.9551996,"Featuring free WiFi throughout the property, City Stay Hostel Edinburgh offers accommodation in Edinburgh.  You will find a shared kitchen and gift shop at the property."
18950,Greenside Apartments,Greenside End,EH1 3AZ,,,-3.183238271,55.95733772,"Greenside Apartments is located in Edinburgh, 100 metres from Edinburgh Playhouse. Omni Centre is 200 metres away. Free private parking is available on site.  The accommodation is fitted with a flat-screen TV with satellite channels."
19385,Broughton Place Apartment,7 Broughton Place,EH1 3RL,76,,-3.189130425,55.95848267,"Broughton Place Apartment is an apartment set in Edinburgh, 300 metres from Omni Centre. The unit is 400 metres from Edinburgh Playhouse. Free WiFi is provided throughout the property."
